date,A1,A2,A3,A4,A5
2019-06-25,0.36154447897066383,0.011276365824523453,0.07942555207979093,0.5221966415379868,0.025556961587034875
2019-06-26,0.2076674729016751,0.015182646411533073,0.06685942694024176,0.6757115364225043,0.034578917324045916
2019-06-27,0.07772749010828985,0.009409655182925344,0.08797316944977612,0.8057613427109657,0.019128342548042732
2019-06-28,0.04939902773274084,0.008519391827913711,0.08586422103775462,0.8369137842160297,0.01930357518556119
2019-06-29,0.023084223077619554,0.0,0.034645989860248694,0.9422697870621317,0.0
2019-06-30,0.0,0.0,0.0,1.0,0.0
2019-07-01,0.0,0.0,0.0,1.0,0.0
2019-07-02,0.0,0.0,0.0,1.0,0.0
2019-07-03,0.0,0.0,0.0,1.0,0.0
2019-07-04,0.0,0.0,0.0,1.0,0.0
2019-07-05,0.0,0.0,0.0,1.0,0.0
2019-07-06,0.0,0.0,0.0,1.0,0.0
2019-07-07,0.0,0.0,0.0,1.0,0.0
2019-07-08,0.0,0.0,0.0,1.0,0.0
2019-07-09,0.0,0.0,0.0,1.0,0.0
2019-07-10,0.0,0.0,0.0,1.0,0.0
2019-07-11,0.0,0.0,0.0,1.0,0.0
2019-07-12,0.0,0.0,0.0,1.0,0.0
2019-07-13,0.0,0.0,0.0,1.0,0.0
2019-07-14,0.0,0.0,0.0,1.0,0.0
2019-07-15,0.023310849261619304,0.0,0.035808798290927146,0.9408803524474534,0.0
2019-07-16,0.09444770782580679,0.0,0.03645137190123826,0.8691009202729548,0.0
2019-07-17,0.1157029375935737,0.0,0.047639431354910784,0.8366576310515154,0.0
2019-07-18,0.17606409663296457,0.0,0.06496130052982459,0.7589746028372109,0.0
2019-07-19,0.4040497206133606,0.0,0.04949480115612137,0.5464554782305181,0.0
2019-07-20,0.5270814101721019,0.0,0.07445390184141983,0.3984646879864782,0.0
2019-07-21,0.6738141937641962,0.0,0.0752808546466825,0.25090495158912135,0.0
2019-07-22,0.0,0.0,0.36669984871354266,0.6333001512864573,0.0
2019-07-23,0.0,0.0,0.20408091575000115,0.7959190842499988,0.0
2019-07-24,0.9575995145707644,0.0,0.0,0.04240048542923557,0.0
2019-07-25,0.9720854863135037,0.0,0.0,0.0279145136864963,0.0
2019-07-26,0.9673131959812528,0.0,0.0,0.032686804018747254,0.0
2019-07-27,0.0,0.0,0.1528089773558999,0.8471910226441003,0.0
2019-07-28,0.33002826826761084,0.003899511412386876,0.11833742533943778,0.5413535409983334,0.006381253982231085
2019-07-29,0.3025375094560166,0.0025704432138537597,0.13212447089734264,0.5598073730621828,0.0029602033706042988
2019-07-30,0.0,0.0,0.3355618426483057,0.6644381573516942,0.0
2019-07-31,0.0,0.0,0.29043050337921605,0.7095694966207842,0.0
2019-08-01,0.0,0.0,0.26952050527292637,0.7304794947270736,0.0
2019-08-02,0.0,0.0,0.39590948113885255,0.6040905188611476,0.0
2019-08-03,0.0,0.0,0.44725689860628803,0.552743101393712,0.0
2019-08-04,0.0,0.0,0.4568129152740946,0.5431870847259054,0.0
2019-08-05,0.0,0.0,0.3343456396150224,0.6656543603849775,0.0
2019-08-06,0.0,0.0,0.3935655160037099,0.6064344839962902,0.0
2019-08-14,0.47760526329883335,0.0,0.135085047403879,0.38730968929728765,0.0
2019-08-15,0.5676204214491899,0.0,0.10114435964625343,0.3312352189045567,0.0
2019-08-16,0.588888103612284,0.0,0.07070924274968618,0.3404026536380298,0.0
2019-08-17,0.7010142462979476,0.0,0.05923826727556728,0.23974748642648505,0.0
2019-08-18,0.678384928771621,0.0,0.047311991810562545,0.27430307941781645,0.0
2019-08-19,0.6532697204403387,0.0,0.058126178389263906,0.28860410117039736,0.0
2019-08-20,0.524719738221065,0.00018622132794267332,0.09597632993833378,0.37911771051265863,0.0
2019-08-21,0.5371833202993712,0.0002166730980496679,0.07820485246143331,0.383952451886461,0.00044270225468479897
2019-08-22,0.5884598121433308,0.0,0.08628179759918525,0.325258390257484,0.0
2019-08-23,0.6204693491061116,0.0003287641423212369,0.06480371503622928,0.3131300591988264,0.001268112516511346
2019-08-24,0.6460946833894294,0.0017623336632638133,0.041856949809076505,0.30521097011352727,0.005075063024703015
2019-08-27,0.2523713376633232,0.006804729963339078,0.015319198379064466,0.7104245903571902,0.015080143637082911
2019-08-28,0.15767829169098907,0.0072941642122011235,0.02738200303329697,0.7905746224313536,0.017070918632159385
2019-08-29,0.3734816033133903,0.0024476566227517108,0.07461976905859638,0.5424167474055444,0.007034223599717244
2019-08-30,0.1255816314949338,0.0036950847127129177,0.11237801989776955,0.7521768243702734,0.006168439524310267
2019-08-31,0.05494222285129992,0.003502977555717917,0.06144530213325326,0.8738550638764273,0.006254433583301557
2019-09-01,0.04177826585762065,0.002278455606228004,0.05147440771465249,0.9002327859069459,0.004236084914553288
2019-09-02,0.017633217127290476,0.003367379390757253,0.027439374642580693,0.9453342869922451,0.006225741847126522
2019-09-03,0.00743613840943033,0.001304055194391543,0.022544921640665655,0.9687148847555125,0.0
2019-09-04,0.0027335567707842687,0.0,0.0,0.9972664432292158,0.0
2019-09-05,0.002830273987686655,0.0,0.0,0.9971697260123134,0.0
2019-09-06,0.0034236644357452627,0.0016946157315645381,0.014866341651461725,0.9770640520475892,0.00295132613363926
2019-09-07,0.0040122744839405505,0.002931270229239138,0.03572216777608482,0.9472971454589022,0.010037142051833417
2019-09-08,0.0043757269640204224,0.0041529527551604495,0.04674216656028415,0.9329737964477567,0.011755357272778433
2019-09-09,0.005633770103397662,0.005344110650922426,0.06548829430803627,0.9106371475304748,0.012896677407169155
2019-09-10,0.006087957773400866,0.0057429493178101886,0.06106230629575201,0.9112720575610691,0.015834729051967786
2019-09-11,0.010406877959093334,0.008712284924914201,0.0640170506403638,0.8951901496382353,0.021673636837393137
2019-09-12,0.011544484213396829,0.009286201524221722,0.06458792236543695,0.8906653680104524,0.023916023886491902
2019-09-13,0.010168269716370838,0.007683909951968111,0.06476224543327178,0.8922178749072318,0.02516769999115728
2019-09-14,0.00943303279456707,0.00719298484494741,0.0738740509765045,0.8841261226768886,0.025373808707092264
2019-09-15,0.008875394411937333,0.005951994013788438,0.04678416200758071,0.9143976583105424,0.02399079125615091
2019-09-16,0.006558056529884278,0.004472161161197561,0.021087736094239525,0.9493824129657216,0.01849963324895725
2019-09-17,0.005181912304917616,0.004488753570349606,0.032196424155950976,0.938507922284088,0.01962498768469378
2019-09-18,0.008266535142517732,0.007027120936581817,0.016540505150782328,0.9477978860950214,0.020367952675096664
2019-09-19,0.009192194881955391,0.006561458403731908,0.032963899846556864,0.9332493267882923,0.018033120079463533
2019-09-20,0.010811063354340462,0.007170101120763293,0.043222951388257796,0.9190157352070119,0.01978014892962676
2019-09-21,0.014042700293470399,0.007044065248091445,0.044943635702000675,0.9135719856126089,0.02039761314382856
2019-09-22,0.01861237952745434,0.007676906401330411,0.011766746688941947,0.9369360153083973,0.025007952073876013
2019-09-23,0.016450918328714544,0.006018186519512865,0.018156268515983467,0.9367808061962248,0.02259382043956408
2019-09-24,0.016196767973016307,0.005563914206993786,0.028879922087653807,0.931718581822816,0.01764081390952032
2019-09-25,0.011212552766910883,0.004606247329628034,0.0,0.9675662626764533,0.01661493722700774
2019-09-26,0.015654913378678276,0.0058965856484218745,0.0,0.9619149189633939,0.016533582009506057
2019-09-27,0.02040833228156233,0.006390030498676286,0.0,0.9503620477637749,0.02283958945598647
2019-09-28,0.02187576436997087,0.006553465163615747,0.0,0.9513643156772401,0.020206454789173305
2019-09-29,0.02469038177777681,0.006675229910963247,0.018948936167005388,0.9268917604500009,0.022793691694253645
2019-09-30,0.02522255689484062,0.007964286763294713,0.0039614887891715606,0.937738161319099,0.025113506233593926
2019-10-01,0.03244345884512026,0.007580921846033248,0.0038247104578588223,0.9363008345857429,0.019850074265244926
2019-10-02,0.039975389480839014,0.005730920270310712,0.05919101414754544,0.8834052669623826,0.01169740913892196
2019-10-03,0.03734022770220659,0.00654895421506578,0.061356633278473266,0.8791889614096303,0.015565223394624003
2019-10-04,0.04610921941835314,0.005666492537278224,0.03888012850677873,0.8933747516731195,0.015969407864470358
2019-10-05,0.05853929533414091,0.006785487798117534,0.040147865607495,0.8764741806164384,0.018053170643807962
2019-10-06,0.062128503767293744,0.00690432634484045,0.040373718618924956,0.872571651015786,0.01802180025315487
2019-10-07,0.0637184407392949,0.00800860106531158,0.05455282217368081,0.8536188201181161,0.020101315903596723
2019-10-08,0.07606935361872282,0.00893275853731975,0.06058974415617719,0.832524170170536,0.021883973517244196
2019-10-09,0.09633768404644921,0.008175961824609716,0.0884179852956517,0.7858585336019052,0.021209835231384113
2019-10-10,0.09875046686236881,0.008274071283498316,0.09518705821554929,0.778528467308467,0.019259936330116537
2019-10-11,0.12864543600720346,0.01371700567903121,0.14880559373167151,0.6832598456257725,0.02557211895632135
2019-10-12,0.13262073810005193,0.011440364775001606,0.24276656249705258,0.5936382872074405,0.01953404742045334
2019-10-13,0.1506316444525232,0.011828092160461044,0.31835695565815386,0.5107474800450198,0.008435827683842146
2019-10-14,0.14201155586786463,0.0024512172863805602,0.43848034513198875,0.4170568817137661,0.0
2019-10-15,0.14180017471406173,0.006460817935714347,0.34209299227825873,0.5051177265601752,0.004528288511789991
2019-10-16,0.16653186388789717,0.009550461229719528,0.3463041788122799,0.46316428880661764,0.014449207263485716
2019-10-17,0.17225746177158524,0.010925320193353604,0.40366143104417995,0.40257955810245194,0.010576228888429235
2019-10-18,0.20186650055050323,0.006211603129586218,0.37438397377197996,0.4093929100444962,0.008145012503434239
2019-10-19,0.18320334564445445,0.002746021189880061,0.46854404782674286,0.34550658533892264,0.0
2019-10-20,0.1280069115413633,0.010168706431781525,0.443130793484919,0.4084586200396537,0.010234968502282385
2019-10-21,0.09357592684104887,0.013952005066000648,0.47171059670361204,0.4176944704792613,0.0030670009100771875
2019-10-22,0.07172249519601676,0.006917787370881331,0.44036733656676275,0.4771541373361485,0.003838243530190754
2019-10-23,0.055356047605542004,0.019847701138608287,0.3930323701122459,0.5213234623101312,0.010440418833472666
2019-10-24,0.05136330667982585,0.020225602832797878,0.35201051308929504,0.5508792883458644,0.025521289052216765
2019-10-25,0.05011562572366795,0.04136723442987753,0.3840975680750184,0.49604550502881195,0.028374066742624326
2019-10-26,0.04260832003333741,0.01795438054705796,0.36754569278717464,0.5402493098546786,0.031642296777751336
2019-10-27,0.05496924106296154,0.0446081090561647,0.36618737168420273,0.4979533995021081,0.03628187869456296
2019-10-28,0.05057235217136221,0.023706508125173054,0.3700885184678919,0.5235966918356153,0.03203592939995752
2019-10-29,0.047635185341690096,0.015373543762286467,0.3245935753186225,0.5817870126862913,0.03061068289110977
2019-10-30,0.0571674477561022,0.01704210017390332,0.38207646671068707,0.519862211386996,0.023851773972311485
2019-10-31,0.055713305221332374,0.017554889577502293,0.3068816749370325,0.5829792939806,0.03687083628353282
2019-11-01,0.05167362972601677,0.026356249579979195,0.2713889911335897,0.6078839801200295,0.042697149440385065
2019-11-02,0.052276316495489736,0.029925392762562487,0.38605395520949914,0.4916327671784928,0.04011156835395571
2019-11-03,0.05548601556691782,0.022376502566121913,0.38567304600215774,0.4944946345566786,0.04196980130812371
2019-11-04,0.04644643249550504,0.02278791728899489,0.40731106218751706,0.4745528028369234,0.04890178519105962
2019-11-05,0.04556606679242691,0.024046694181081456,0.4869416761858908,0.4086699204421425,0.034775642398458505
2019-11-06,0.03686385421888765,0.017072225891060337,0.524840983497877,0.39807318780096396,0.023149748591210904
2019-11-07,0.030830717057418147,0.029121257408770095,0.5685048928788252,0.34766877939735064,0.023874353257636025
2019-11-08,0.02227989052394387,0.011392997545155943,0.6066084113900582,0.3519203307222645,0.00779836981857783
2019-11-09,0.016295646407614425,0.006178817962605054,0.6751034406604073,0.29537456680353796,0.0070475281658354295
2019-11-10,0.012312219071942018,0.004542147156203168,0.7212567299894291,0.2563051735460398,0.005583730236385906
2019-11-11,0.013742073748419245,0.010333848573786282,0.686567243843496,0.28230462160162184,0.007052212232676356
2019-11-12,0.012360915385944986,0.010014529584653138,0.7278802504556953,0.24096956718078244,0.00877473739292414
2019-11-13,0.01418697176332706,0.012608969175715159,0.7028536026487355,0.2646014575980179,0.005748998814204494
2019-11-14,0.008525123297973775,0.008391639893199717,0.7201446554402001,0.2558478425472944,0.00709073882133161
2019-11-15,0.0009905936596726495,0.0013226792009144311,0.8136948534810308,0.1839918736583822,0.0
2019-11-16,0.008576889595544666,0.007037141969220478,0.766760581525562,0.20617004845882297,0.011455338450849777
2019-11-17,0.0,0.0023102120149546576,0.8803240994245084,0.117365688560537,0.0
2019-11-18,0.0027431301489716127,0.005245317107300215,0.8282154605678832,0.1637960921758449,0.0
2019-11-19,0.0,0.0,0.9079670668043586,0.09203293319564143,0.0
2019-11-20,0.0,0.0010944720102134735,0.8807161728294856,0.11818935516030105,0.0
2019-11-21,0.0,0.0,0.9581726333179277,0.0418273666820725,0.0
2019-11-22,0.0,0.0,0.9843250032053963,0.01567499679460372,0.0
2019-11-23,0.0,0.00011381267214578307,0.956814784061306,0.04307140326654814,0.0
2019-11-24,0.0,0.0,0.9872686449433273,0.012731355056672718,0.0
2019-11-25,0.0,0.0,1.0,0.0,0.0
2019-11-26,0.0,0.0,1.0,0.0,0.0
2019-11-27,0.0,0.0,1.0,0.0,0.0
2019-11-28,0.0,0.0,1.0,0.0,0.0
2019-11-29,0.0,0.0,1.0,0.0,0.0
2019-11-30,0.0,0.0,1.0,0.0,0.0
2019-12-01,0.0,0.0,1.0,0.0,0.0
2019-12-02,0.0,0.0,0.987122624825965,0.012877375174034898,0.0
2019-12-03,0.0,0.0049142235888836915,0.9433703246268461,0.05171545178427032,0.0
2019-12-04,0.00026581612507440774,0.004037846612565085,0.9248016460379825,0.06953640098314805,0.0013582902412301052
2019-12-05,0.0,0.002277446113330847,0.9890646728604535,0.008657881026215484,0.0
2019-12-06,0.0,0.0,1.0,0.0,0.0
2019-12-07,0.0,0.0,1.0,0.0,0.0
2019-12-08,0.0,0.0,0.9988192813219503,0.0011807186780497525,0.0
2019-12-09,0.0,0.007296041118305499,0.9612287124394133,0.031475246442281016,0.0
2019-12-10,0.00013966931762322138,0.0026551760339840105,0.9619097812160013,0.03433534171278018,0.0009600317196113411
2019-12-11,0.0014736001867205212,0.0003916642717454507,0.9175734083893009,0.07883190484852645,0.0017294223037067572
2019-12-12,0.0,0.00867813671723188,0.9704681224471108,0.020853740835657324,0.0
2019-12-13,0.0071839522365321,0.013753928978340123,0.8914929783584276,0.07685310368856879,0.010716036738131395
2019-12-14,0.004198139717390376,0.01401401615308065,0.8995724368853795,0.08033752280730606,0.0018778844368436739
2019-12-15,0.011544848086833363,0.017476108468392586,0.7988019786360895,0.13980625782299483,0.03237080698568981
2019-12-16,0.008621497215220968,0.01680275115289435,0.8533454139693937,0.11442663393477161,0.006803703727719507
2019-12-17,0.008967614814874517,0.015998408802799166,0.8613612789600174,0.10861382602703248,0.005058871395276412
2019-12-18,0.0068561931784626995,0.014389001594564773,0.8658274129423239,0.10563516656043644,0.007292225724212387
2019-12-19,0.008435620093131483,0.004170990599285256,0.8289290723611034,0.14815830437802718,0.010306012568452573
2019-12-20,0.0061707429056213695,0.010551928795949597,0.7068016907854489,0.2621535666344875,0.014322070878492703
2019-12-21,0.005463886452881199,0.012464450390229363,0.7284128364255674,0.22318468375206751,0.03047414297925462
2019-12-22,0.011021318517213424,0.02149559321675746,0.7556053017247875,0.17525751399041728,0.036620272550824555
2019-12-23,0.011671643808345893,0.02970082697684958,0.7585592233079989,0.16846325621937083,0.031605049687434876
2019-12-24,0.010865634290355922,0.016438373918316276,0.8181981994536736,0.122874264230196,0.031623528107458235
2019-12-25,0.018031479593019616,0.021933360278616358,0.7164413741146075,0.19893752965466993,0.04465625635908672
2019-12-26,0.014367081500593883,0.024642851086710615,0.7934213113843435,0.13725713927903227,0.030311616749319772
2019-12-27,0.021259855480391616,0.010647218262727673,0.7520521748713119,0.16733865001112788,0.048702101374441094
2019-12-28,0.015829900770307444,0.02894293424377243,0.7784438161349051,0.14821021966358186,0.028573129187433138
2019-12-29,0.017652441807441563,0.027293423755773913,0.7723224835095722,0.13946187730370224,0.04326977362351016
2019-12-30,0.014460062827094868,0.023685753549817966,0.7924662338552733,0.1236114129315975,0.04577653683621654
2019-12-31,0.012846255853213959,0.020743212496197466,0.8266235675739431,0.10582231692035954,0.033964647156285964
2020-01-01,0.016830332715542455,0.008032159197592946,0.7667038669354074,0.1527154371574749,0.055718203993982
2020-01-02,0.012384467891546742,0.027996412369469127,0.7831977255480669,0.11903354699384297,0.057387847197074626
2020-01-03,0.011770148255398138,0.02284897458813244,0.770946870545894,0.1389218213536073,0.055512185256968216
2020-01-04,0.0116936763592231,0.017254062606020887,0.8475042258550054,0.10237741879863652,0.021170616381113935
2020-01-05,0.01032722383299246,0.01467325239496546,0.7871248421587901,0.12966296057066154,0.05821172104259046
2020-01-06,0.007807923545123521,0.003174240975800359,0.8657109829590082,0.09227198924843755,0.031034863271630242
2020-01-18,0.07144020680110075,0.03786620381647804,0.2704564528730884,0.49519181531486534,0.12504532119446765
2020-01-19,0.07090204889414625,0.03661538945626158,0.2797660517417565,0.48684632831444785,0.1258701815933877
2020-01-20,0.07488616563563993,0.036691693659596736,0.2752517022438123,0.48780433726122985,0.12536610119972091
2020-01-21,0.06943748151038119,0.03746019808442541,0.273223185838086,0.4935002020063199,0.12637893256078744
2020-01-22,0.0,3.1611043170579056e-05,0.9419562719127085,0.0,0.058012117044120924
2020-01-23,0.0,0.0035209726923878075,0.8903813205225409,0.0,0.10609770678507101
2020-01-24,0.0,0.0,0.8964797144972405,0.0,0.10352028550275955
2020-01-25,0.0,0.010399255093039378,0.8533811323663943,0.0,0.13621961254056617
2020-01-26,0.0,0.006237512951851853,0.904058286762479,0.0,0.0897042002856692
2020-01-27,0.0,0.00046181502832596307,0.9066547625719541,0.0,0.09288342239972006
2020-01-28,0.004110080083984457,0.012402613544720697,0.83519244544804,0.0011816753130904564,0.1471131856101645
2020-01-29,0.0,0.01857099060185978,0.804274036903227,0.0,0.17715497249491363
2020-01-30,0.0,0.022722789621439678,0.8259862719593618,0.0,0.1512909384191984
2020-01-31,0.0016168301293843623,0.01348544949431108,0.8426638401627925,0.0,0.14223388021351188
2020-02-01,0.0,0.014533981562824991,0.8451152341893712,0.0,0.14035078424780367
2020-02-02,0.002109183402293064,0.025262688250228593,0.7686833356408949,0.007987944765804743,0.19595684794077867
2020-02-03,0.0,0.021791590315722927,0.7425082604263936,0.0,0.23570014925788327
2020-02-04,0.001945489499033188,0.04285059809073974,0.6997000335512858,0.028390126239271618,0.22711375261966937
2020-02-05,0.002001648776775996,0.039413815836777485,0.7193002673558431,0.029436458909512082,0.20984780912109124
2020-02-06,0.0023472519649657304,0.03982004489517145,0.701731639982721,0.0149723672167194,0.24112869594042244
2020-02-07,0.005045165739149031,0.03581281587134594,0.6833232629865703,0.027347266004151834,0.24847148939878286
2020-02-08,0.003351240054821257,0.02588142084417719,0.6704591982900415,0.022988636988747972,0.2773195038222121
2020-02-09,0.005291773987939986,0.019759710263167547,0.649933047615923,0.03751276001623864,0.2875027081167309
2020-02-10,0.010784008483033503,0.03757767356443056,0.5478974489483723,0.07631142718230258,0.32742944182186123
2020-02-11,0.0039019692441631462,0.04848635370438097,0.5376512563371749,0.046894736444430526,0.3630656842698503
2020-02-12,0.002066665447673092,0.04958065657766921,0.5412888946985642,0.03626403934558755,0.3707997439305058
2020-02-13,0.005943714860874333,0.04806713708238437,0.4894251817649515,0.06634661173978823,0.3902173545520015
2020-02-14,0.006508084527661301,0.048724896064160556,0.4563514563592792,0.06743955880311826,0.42097600424578063
2020-02-15,0.007976612586097737,0.05467429359033903,0.4324940241972627,0.06493168508808203,0.4399233845382186
2020-02-16,0.00689529296092101,0.044353982068533554,0.4928465195529348,0.04651182671426885,0.40939237870334183
2020-02-17,0.007454459658915721,0.05604244833550931,0.4099389511041087,0.053537717391346606,0.4730264235101196
2020-02-18,0.004566064672608571,0.0507887875486413,0.3899605599231633,0.04535341705134005,0.5093311708042467
